created_at,text,entities
2021-02-10 13:12:54+00:00,@EncikBG @NetflixMY My gosh. Lucky i saw last year,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'EncikBG', 'name': 'Encik BG✨', 'id': 826252033875337216, 'id_str': '826252033875337216', 'indices': [0, 8]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [9, 19]}], 'urls': []}"
2021-02-10 13:12:30+00:00,@AdrianChoo1 @NetflixMY U didn’t know? https://t.co/uj9HRjayfq,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AdrianChoo1', 'name': 'AdrianChoo', 'id': 378356614, 'id_str': '378356614', 'indices': [0, 12]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [13, 23]}], 'urls': [], 'media': [{'id': 1359490419478781973, 'id_str': '1359490419478781973', 'indices': [39, 62], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/Et3hVWiUYBUMj4V.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/Et3hVWiUYBUMj4V.jpg', 'url': 'https://t.co/uj9HRjayfq', 'display_url': 'pic.twitter.com/uj9HRjayfq', 'expanded_url': 'https://twitter.com/EncikBG/status/1359490427443810307/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 498, 'h': 280, 'resize': 'fit'}, 'small': {'w': 498, 'h': 280, 'resize': 'fit'}, 'large': {'w': 498, 'h': 280, 'resize': 'fit'}}}]}"
2021-02-10 13:11:04+00:00,@fathi2908 @BenHifni @FameMoon @zamirmohyedin @NetflixMY dia anak zahid,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'fathi2908', 'name': 'FathiAbuHassan', 'id': 4300176494, 'id_str': '4300176494', 'indices': [0, 10]}, {'screen_name': 'BenHifni', 'name': 'Ben Hifni, PtsD.', 'id': 800289906828328961, 'id_str': '800289906828328961', 'indices': [11, 20]}, {'screen_name': 'FameMoon', 'name': 'Syahril jual Krunchy Choco Melts', 'id': 349498149, 'id_str': '349498149', 'indices': [21, 30]}, {'screen_name': 'zamirmohyedin', 'name': 'Zamir Mohyedin', 'id': 1149951007, 'id_str': '1149951007', 'indices': [31, 45]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [46, 56]}], 'urls': []}"
2021-02-10 13:10:01+00:00,@mizanology @NetflixMY Bahasa rojak kan malaysian culture. Okay la.,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'mizanology', 'name': 'Mi Jae™', 'id': 238917491, 'id_str': '238917491', 'indices': [0, 11]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [12, 22]}], 'urls': []}"
2021-02-10 13:09:38+00:00,@BenHifni @FameMoon @zamirmohyedin @NetflixMY Dia pakai cable dalam,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BenHifni', 'name': 'Ben Hifni, PtsD.', 'id': 800289906828328961, 'id_str': '800289906828328961', 'indices': [0, 9]}, {'screen_name': 'FameMoon', 'name': 'Syahril jual Krunchy Choco Melts', 'id': 349498149, 'id_str': '349498149', 'indices': [10, 19]}, {'screen_name': 'zamirmohyedin', 'name': 'Zamir Mohyedin', 'id': 1149951007, 'id_str': '1149951007', 'indices': [20, 34]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [35, 45]}], 'urls': []}"
2021-02-10 13:09:20+00:00,@syahmizain99 @NetflixMY https://t.co/DGGOzt9kWv,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'syahmizain99', 'name': 'syazain', 'id': 4672735512, 'id_str': '4672735512', 'indices': [0, 13]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [14, 24]}], 'urls': [], 'media': [{'id': 1359489622699429893, 'id_str': '1359489622699429893', 'indices': [25, 48], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/Et3gm-TUUAUAVLq.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/Et3gm-TUUAUAVLq.jpg', 'url': 'https://t.co/DGGOzt9kWv', 'display_url': 'pic.twitter.com/DGGOzt9kWv', 'expanded_url': 'https://twitter.com/cikk_yah/status/1359489628001030144/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 160, 'h': 160, 'resize': 'fit'}, 'small': {'w': 160, 'h': 160, 'resize': 'fit'}, 'large': {'w': 160, 'h': 160, 'resize': 'fit'}}}]}"
2021-02-10 13:08:53+00:00,@NetflixMY Kim Tae Ri tu memang terbaik. Dalam Mr. Sunshine pun hebat.,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [0, 10]}], 'urls': []}"
2021-02-10 13:08:01+00:00,@NetflixMY baiklah. saya baru mengikuti akaun anda netflix malaysia,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [0, 10]}], 'urls': []}"
2021-02-10 13:07:48+00:00,"@NetflixMY Min, masukkan The Office min. Appeal la dgn US sana.","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [0, 10]}], 'urls': []}"
2021-02-10 13:04:04+00:00,"@NetflixMY Asalamualaikum semua. Maaf ganggu.

Ada sesiapa tk yg nak beli jaket hoodie dekat sini? Murah-murah je s… https://t.co/IH3l53mBO5","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [0, 10]}], 'urls': [{'url': 'https://t.co/IH3l53mBO5', 'expanded_url': 'https://twitter.com/i/web/status/1359488303431487492', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
2021-02-10 13:03:22+00:00,@NetflixMY Keep the rojak going. I support u. The admin can tweet in BM and English whenever s/he wants it. You are… https://t.co/wO5OwApUjg,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [0, 10]}], 'urls': [{'url': 'https://t.co/wO5OwApUjg', 'expanded_url': 'https://twitter.com/i/web/status/1359488126880649219', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
2021-02-10 13:03:19+00:00,wassalamu @NetflixMY bolehkah kalian masukkan Dil To Pagal Hai di dalam senarai filem kalian terima kasih,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [10, 20]}], 'urls': []}"
2021-02-10 13:03:03+00:00,"@syahidxx @NetflixMY Dah tengok smlm, HDR Atmos..patut lah lawa terukkl","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'syahidxx', 'name': 'EDAN 🇲🇾', 'id': 345234037, 'id_str': '345234037', 'indices': [0, 9]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [10, 20]}], 'urls': []}"
2021-02-10 13:02:40+00:00,"@NetflixMY Haha macam Chipsmore lah. Kejap BM, kejap BI. Jangan marah aaaaa... chak!","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [0, 10]}], 'urls': []}"
